# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+2.6150000000000000e+02 +1.4600807466588354e-04 -1.5813344254294509e-02 +8.2633029903180444e-01 -4.0734749825024906e+01 +3.1011709401654374e+04 
+2.6160000000000002e+02 +1.4575418878570997e-04 -1.5770992994615152e-02 +8.2180448472033751e-01 -3.4616847514369091e+01 +2.3351505668824942e+04 
+2.6169999999999999e+02 +1.4550125027468517e-04 -1.5728829403270330e-02 +8.1726192773048589e-01 -2.8085303133815820e+01 +1.5010810808429171e+04 
+2.6180000000000001e+02 +1.4524925782712574e-04 -1.5686888208980239e-02 +8.1303142047538068e-01 -2.2393588503696311e+01 +7.6687257000859054e+03 
+2.6190000000000003e+02 +1.4499821013817444e-04 -1.5645204174084205e-02 +8.0944212865733234e-01 -1.8796713580649058e+01 +3.0064618494424253e+03 
+2.6200000000000000e+02 +1.4474810590189613e-04 -1.5603812016710902e-02 +8.0682272522723741e-01 -1.8547653189725757e+01 +2.7024336765556150e+03 
+2.6210000000000002e+02 +1.4449894340385155e-04 -1.5562734323741842e-02 +8.0539020493857350e-01 -2.2474471553541541e+01 +7.8610954623659745e+03 
+2.6219999999999999e+02 +1.4425071929218867e-04 -1.5521945011183948e-02 +8.0491318118787214e-01 -2.9698583297903120e+01 +1.7281317899356909e+04 
+2.6230000000000001e+02 +1.4400342980561950e-04 -1.5481405827024355e-02 +8.0504818832710523e-01 -3.8914860742440254e+01 +2.9185791700583726e+04 
+2.6240000000000003e+02 +1.4375707118274278e-04 -1.5441078512686437e-02 +8.0545167522724692e-01 -4.8817789821701474e+01 +4.1796644269260578e+04 
+2.6250000000000000e+02 +1.4351163966258381e-04 -1.5400924828080415e-02 +8.0578030318278371e-01 -5.8102750788090795e+01 +5.3337248360471531e+04 
+2.6260000000000002e+02 +1.4326713148385479e-04 -1.5360906519882528e-02 +8.0569058327547927e-01 -6.5464496334240749e+01 +6.2030107460328778e+04 
+2.6269999999999999e+02 +1.4302354288516156e-04 -1.5320985330477889e-02 +8.0483897998614695e-01 -6.9597590924581652e+01 +6.6097471055578761e+04 
+2.6280000000000001e+02 +1.4278087010568123e-04 -1.5281123026158781e-02 +8.0288222661926023e-01 -6.9197714616327261e+01 +6.3763126289033637e+04 
+2.6290000000000003e+02 +1.4253910938375752e-04 -1.5241281338246104e-02 +7.9947666185102684e-01 -6.2958904936557971e+01 +5.3248590938316163e+04 
+2.6300000000000000e+02 +1.4229825695845610e-04 -1.5201422028190041e-02 +7.9427896308282719e-01 -4.9576605329262634e+01 +3.2777321052387560e+04 
+2.6310000000000002e+02 +1.4205830956902330e-04 -1.5161521641167384e-02 +7.8709029795800478e-01 -2.8320193018687931e+01 +1.3701287296051937e+03 
+2.6319999999999999e+02 +1.4181926595601909e-04 -1.5121615883991199e-02 +7.7829010686252831e-01 -7.5609961358500366e-01 -3.8760910301276577e+04 
+2.6330000000000001e+02 +1.4158112536110279e-04 -1.5081755284224020e-02 +7.6840272706975887e-01 +3.0973649078801564e+01 -8.4604102616991717e+04 
+2.6340000000000003e+02 +1.4134388702528172e-04 -1.5041990344127133e-02 +7.5795222469400936e-01 +6.4728115821546311e+01 -1.3314921933666171e+05 
+2.6350000000000000e+02 +1.4110755019019965e-04 -1.5002371590675481e-02 +7.4746293117382756e-01 +9.8365296401875383e+01 -1.8138459383973051e+05 
+2.6360000000000002e+02 +1.4087211409691481e-04 -1.4962949527411583e-02 +7.3745892112117406e-01 +1.2974423490897811e+02 -2.2629998797533664e+05 
+2.6369999999999999e+02 +1.4063757798683362e-04 -1.4923774672642500e-02 +7.2846443665664495e-01 +1.5672327579110939e+02 -2.6488419446893182e+05 
+2.6380000000000001e+02 +1.4040394110121968e-04 -1.4884897537849027e-02 +7.2100363731006223e-01 +1.7716112255526386e+02 -2.9412651717214222e+05 
+2.6390000000000003e+02 +1.4017120268159316e-04 -1.4846368645617425e-02 +7.1560081065771297e-01 +1.8891593770364076e+02 -3.1101550422305870e+05 
+2.6400000000000000e+02 +1.3993936196900637e-04 -1.4808238499585780e-02 +7.1278003423565606e-01 +1.8984674864703058e+02 -3.1254089027097309e+05 
+2.6410000000000002e+02 +1.3970841768845273e-04 -1.4770539710042906e-02 +7.1287620906923232e-01 +1.7859647754209817e+02 -2.9679743007145124e+05 
+2.6419999999999999e+02 +1.3947836649920811e-04 -1.4733233258074739e-02 +7.1546693873973699e-01 +1.5694598785032301e+02 -2.6630312911848899e+05 
+2.6430000000000001e+02 +1.3924920454397779e-04 -1.4696262210859080e-02 +7.1994042369957223e-01 +1.2746096744288975e+02 -2.2468228501213694e+05 
+2.6440000000000003e+02 +1.3902092796577685e-04 -1.4659569647893732e-02 +7.2568499964760236e-01 +9.2706550468336388e+01 -1.7555843846587924e+05 
+2.6450000000000000e+02 +1.3879353290726734e-04 -1.4623098635702299e-02 +7.3208886706888343e-01 +5.5248404545743689e+01 -1.2255583947749854e+05 
+2.6460000000000002e+02 +1.3856701551139192e-04 -1.4586792250201132e-02 +7.3854031695947409e-01 +1.7651862790102388e+01 -6.9298317090576456e+04 
+2.6469999999999999e+02 +1.3834137192087097e-04 -1.4550593559467934e-02 +7.4442756229570806e-01 -1.7517446464324898e+01 -1.9410078755499886e+04 
+2.6480000000000001e+02 +1.3811659827871330e-04 -1.4514445643591875e-02 +7.4913895027160682e-01 -4.7694449064262386e+01 +2.3485428877707844e+04 
+2.6490000000000003e+02 +1.3789269072747172e-04 -1.4478291563364536e-02 +7.5206260924497326e-01 -7.0313156846527335e+01 +5.5763493091197219e+04 
+2.6500000000000000e+02 +1.3766964541026986e-04 -1.4442074402872566e-02 +7.5258692680385142e-01 -8.2808651649942760e+01 +7.3800871379588803e+04 
+2.6510000000000002e+02 +1.3744745897450490e-04 -1.4405754422639775e-02 +7.5028853015281838e-01 -8.3408784997851683e+01 +7.5093768698222935e+04 
+2.6519999999999999e+02 +1.3722613008628422e-04 -1.4369360652447516e-02 +7.4549769604601390e-01 -7.3515297549200454e+01 +6.1620001220911705e+04 
+2.6530000000000001e+02 +1.3700565791654903e-04 -1.4332939320142601e-02 +7.3873317343362599e-01 -5.5323637295551229e+01 +3.6478098970422332e+04 
+2.6540000000000003e+02 +1.3678604163616672e-04 -1.4296536651673084e-02 +7.3051369734967087e-01 -3.1029214446050954e+01 +2.7665592271253390e+03 
+2.6550000000000000e+02 +1.3656728041620819e-04 -1.4260198880691702e-02 +7.2135808449295669e-01 -2.8277648254261769e+00 -3.6415684726564141e+04 
+2.6560000000000002e+02 +1.3634937342734942e-04 -1.4223972224882451e-02 +7.1178497519606176e-01 +2.7085699270739351e+01 -7.7970688901094327e+04 
+2.6569999999999999e+02 +1.3613231984051764e-04 -1.4187902912012053e-02 +7.0231312094419573e-01 +5.6515709770530847e+01 -1.1879988612793983e+05 
+2.6580000000000001e+02 +1.3591611882653919e-04 -1.4152037165527327e-02 +6.9346122313367875e-01 +8.3267011615712391e+01 -1.5580500846263109e+05 
+2.6590000000000003e+02 +1.3570076955635147e-04 -1.4116421213873499e-02 +6.8574804244611198e-01 +1.0514409441215984e+02 -1.8588742644073689e+05 
+2.6600000000000000e+02 +1.3548627120099689e-04 -1.4081101289845027e-02 +6.7969238821607214e-01 +1.1995124638431787e+02 -2.0594823336721738e+05 
+2.6610000000000002e+02 +1.3527262258506516e-04 -1.4046110546011183e-02 +6.7566600798041865e-01 +1.2611763365462016e+02 -2.1376968938222254e+05 
+2.6619999999999999e+02 +1.3505982114997545e-04 -1.4011429923594491e-02 +6.7345363121562585e-01 +1.2456683675384991e+02 -2.1065169716366689e+05 
+2.6630000000000001e+02 +1.3484786399090885e-04 -1.3977027293107099e-02 +6.7269303682755754e-01 +1.1684683976871057e+02 -1.9877465917989804e+05 
+2.6640000000000003e+02 +1.3463674820296520e-04 -1.3942870521204468e-02 +6.7302195701863221e-01 +1.0450583043151778e+02 -1.8031926865716852e+05 
+2.6650000000000000e+02 +1.3442647088139290e-04 -1.3908927480676420e-02 +6.7407819268097868e-01 +8.9091711909596910e+01 -1.5746582691549571e+05 
+2.6660000000000002e+02 +1.3421702912130674e-04 -1.3875166039236005e-02 +6.7549949092133077e-01 +7.2152601265529569e+01 -1.3239492073026588e+05 
+2.6669999999999999e+02 +1.3400842001813808e-04 -1.3841554077488268e-02 +6.7692374155333124e-01 +5.5236029912152105e+01 -1.0728633642301655e+05 
+2.6680000000000001e+02 +1.3380064066696281e-04 -1.3808059461099772e-02 +6.7798866605661412e-01 +3.9890228256698116e+01 -8.4320823758617393e+04 
+2.6690000000000003e+02 +1.3359368816293697e-04 -1.3774650059169242e-02 +6.7833202453523256e-01 +2.7663267328889614e+01 -6.5678914372618005e+04 
+2.6700000000000000e+02 +1.3338755960136961e-04 -1.3741293747568176e-02 +6.7759165661290210e-01 +2.0102877602899021e+01 -5.3540659345804139e+04 
+2.6710000000000002e+02 +1.3318225237417196e-04 -1.3707968838186516e-02 +6.7552223196045669e-01 +1.8267474535723913e+01 -4.9407964365586333e+04 
+2.6719999999999999e+02 +1.3297776506133381e-04 -1.3674695461228206e-02 +6.7234661107770133e-01 +2.1254492588071820e+01 -5.2064913364869826e+04 
+2.6730000000000001e+02 +1.3277409653936564e-04 -1.3641504179170023e-02 +6.6840444004645005e-01 +2.7672242693306760e+01 -5.9617716072388321e+04 
+2.6740000000000003e+02 +1.3257124568476919e-04 -1.3608425555164814e-02 +6.6403538026408437e-01 +3.6128949607736402e+01 -7.0172440289952152e+04 
+2.6750000000000000e+02 +1.3236921137428683e-04 -1.3575490161631868e-02 +6.5957919203462034e-01 +4.5232442381857481e+01 -8.1834623039328653e+04 
+2.6760000000000002e+02 +1.3216799248449399e-04 -1.3542728564546551e-02 +6.5537556602370373e-01 +5.3590832193061630e+01 -9.2710184014840532e+04 
+2.6769999999999999e+02 +1.3196758789191408e-04 -1.3510171327458067e-02 +6.5176416462502518e-01 +5.9812349540794472e+01 -1.0090520892208464e+05 
+2.6780000000000001e+02 +1.3176799647330917e-04 -1.3477849023941545e-02 +6.4908476321794917e-01 +6.2504755077412284e+01 -1.0452513463287038e+05 
+2.6790000000000003e+02 +1.3156921710519651e-04 -1.3445792217100521e-02 +6.4767701798038624e-01 +6.0276308343938723e+01 -1.0167609003241084e+05 
+2.6800000000000000e+02 +1.3137124866436978e-04 -1.3414031482234339e-02 +6.4788072590112278e-01 +5.1734675044465156e+01 -9.0463376525877771e+04 
+2.6810000000000002e+02 +1.3117408973197352e-04 -1.3382584921631037e-02 +6.4990072609758853e-01 +3.6029973639743375e+01 -6.9719742229211304e+04 
+2.6819999999999999e+02 +1.3097773770817680e-04 -1.3351420816004784e-02 +6.5340283366616747e-01 +1.4478745678922891e+01 -4.1183018790720773e+04 
+2.6830000000000001e+02 +1.3078218969794580e-04 -1.3320494991995358e-02 +6.5791812024298268e-01 -1.1060907916282984e+01 -7.3172499384393241e+03 
+2.6840000000000003e+02 +1.3058744280606042e-04 -1.3289763268912319e-02 +6.6297757817653080e-01 -3.8730565904723299e+01 +2.9413087710109834e+04 
+2.6850000000000000e+02 +1.3039349413757217e-04 -1.3259181477206110e-02 +6.6811232351541183e-01 -6.6672315818677632e+01 +6.6544214143539197e+04 
+2.6860000000000002e+02 +1.3020034079703251e-04 -1.3228705426616933e-02 +6.7285324038222194e-01 -9.3027284888116000e+01 +1.0161102760358356e+05 
+2.6869999999999999e+02 +1.3000797988955602e-04 -1.3198290949919006e-02 +6.7673146930660311e-01 -1.1593765841038395e+02 +1.3214987954142754e+05 
+2.6880000000000001e+02 +1.2981640852005114e-04 -1.3167893871836768e-02 +6.7927806346452624e-01 -1.3354526696790225e+02 +1.5569663954927970e+05 
+2.6890000000000003e+02 +1.2962562379325757e-04 -1.3137470009956237e-02 +6.8002399547237469e-01 -1.4399160639824970e+02 +1.6978671566892191e+05 
+2.6900000000000000e+02 +1.2943562281401069e-04 -1.3106975185229033e-02 +6.7850027149165915e-01 -1.4541829955517804e+02 +1.7195567876943052e+05 
+2.6910000000000002e+02 +1.2924640302772455e-04 -1.3076380625342818e-02 +6.7440499319015201e-01 -1.3662583719971448e+02 +1.6060443587449615e+05 
+2.6919999999999999e+02 +1.2905796324132570e-04 -1.3045719147013033e-02 +6.6810418925422377e-01 -1.1904821313321524e+02 +1.3759244525897945e+05 
+2.6930000000000001e+02 +1.2887030260187442e-04 -1.3015038954722282e-02 +6.6013076793050773e-01 -9.4777385015408882e+01 +1.0564324707308064e+05 
+2.6940000000000003e+02 +1.2868342025679813e-04 -1.2984388267698994e-02 +6.5101779877528421e-01 -6.5905966687495592e+01 +6.7481272374028355e+04 
+2.6950000000000000e+02 +1.2849731535355597e-04 -1.2953815307236036e-02 +6.4129838107741854e-01 -3.4526715806541006e+01 +2.5831172094680449e+04 
+2.6960000000000002e+02 +1.2831198703924129e-04 -1.2923368278396031e-02 +6.3150542370733886e-01 -2.7315754452204986e+00 -1.6583551187782316e+04 
+2.6969999999999999e+02 +1.2812743446107526e-04 -1.2893095392503905e-02 +6.2217191259464999e-01 +2.7387172467353899e+01 -5.7038908598779482e+04 
+2.6980000000000001e+02 +1.2794365676660211e-04 -1.2863044873782354e-02 +6.1383097520016205e-01 +5.3736667340441670e+01 -9.2810121614888063e+04 
+2.6990000000000003e+02 +1.2776065310287585e-04 -1.2833264926487552e-02 +6.0701551701482559e-01 +7.4224964256836031e+01 -1.2117366934821152e+05 
+2.7000000000000000e+02 +1.2757842261733191e-04 -1.2803803770193205e-02 +6.0225861246343082e-01 +8.6759425150050419e+01 -1.3940508260335220e+05 
+2.7010000000000002e+02 +1.2739696419858200e-04 -1.2774694732028361e-02 +5.9993056431174008e-01 +8.9877110816493058e+01 -1.4558376671864247e+05 
+2.7019999999999999e+02 +1.2721627569988286e-04 -1.2745911564919960e-02 +5.9975052630774262e-01 +8.4634172454521604e+01 -1.4100506819235056e+05 
+2.7030000000000001e+02 +1.2703635471643523e-04 -1.2717413160851362e-02 +6.0127523166630026e-01 +7.2715010043195122e+01 -1.2776621535272476e+05 
+2.7040000000000003e+02 +1.2685719884266124e-04 -1.2689158379780959e-02 +6.0406105667671495e-01 +5.5805496757633591e+01 -1.0796645974032546e+05 
+2.7050000000000000e+02 +1.2667880567359779e-04 -1.2661106106335964e-02 +6.0766464822862110e-01 +3.5590401545724021e+01 -8.3703549368406835e+04 
+2.7060000000000002e+02 +1.2650117280392953e-04 -1.2633215211678117e-02 +6.1164251020735194e-01 +1.3755063060997005e+01 -5.7075993658807485e+04 
+2.7069999999999999e+02 +1.2632429782848684e-04 -1.2605444572267794e-02 +6.1555120061757207e-01 -8.0153887211268735e+00 -3.0182030750975260e+04 
+2.7080000000000001e+02 +1.2614817834202816e-04 -1.2577753061623394e-02 +6.1894724498494147e-01 -2.8035691327052081e+01 -5.1200786611484409e+03 
+2.7090000000000003e+02 +1.2597281193947675e-04 -1.2550099560172346e-02 +6.2138724684409108e-01 -4.4620907006201364e+01 +1.6011893175792165e+04 
+2.7100000000000000e+02 +1.2579819621554424e-04 -1.2522442939977256e-02 +6.2242771851203404e-01 -5.6085726766595734e+01 +3.1115410491810930e+04 
+2.7110000000000002e+02 +1.2562432895433617e-04 -1.2494753048210487e-02 +6.2174347146651454e-01 -6.1186603127417548e+01 +3.8630385715958539e+04 
+2.7119999999999999e+02 +1.2545120869869196e-04 -1.2467043684336699e-02 +6.1948312089458957e-01 -6.0449621333758195e+01 +3.9153910438632265e+04 
+2.7130000000000001e+02 +1.2527883418052651e-04 -1.2439339610262187e-02 +6.1591344242339574e-01 -5.4842061895891838e+01 +3.3820691253672434e+04 
+2.7140000000000003e+02 +1.2510720413171311e-04 -1.2411665586232320e-02 +6.1130119406220373e-01 -4.5331135871429311e+01 +2.3765343057716731e+04 
+2.7150000000000000e+02 +1.2493631728443573e-04 -1.2384046385291933e-02 +6.0591327592289901e-01 -3.2884638016362061e+01 +1.0123278711385832e+04 
+2.7160000000000002e+02 +1.2476617237056184e-04 -1.2356506767392781e-02 +6.0001644184954805e-01 -1.8469759106161508e+01 -5.9709181310171289e+03 
+2.7169999999999999e+02 +1.2459676812221447e-04 -1.2329071503128321e-02 +5.9387756605283692e-01 -3.0541925985896761e+00 -2.3381967103096187e+04 
+2.7180000000000001e+02 +1.2442810327141819e-04 -1.2301765358751117e-02 +5.8776347110436544e-01 +1.2394592103051181e+01 -4.0974907523890404e+04 
+2.7190000000000003e+02 +1.2426017655011441e-04 -1.2274613097784706e-02 +5.8194095472575624e-01 +2.6909211182643165e+01 -5.7614878438529333e+04 
+2.7200000000000000e+02 +1.2409298669039569e-04 -1.2247639488884479e-02 +5.7667686402105123e-01 +3.9522099682944869e+01 -7.2166793205246504e+04 
+2.7210000000000002e+02 +1.2392653238979702e-04 -1.2220864234407568e-02 +5.7218284583581691e-01 +4.9466303673704601e+01 -8.3730350373351903e+04 
+2.7219999999999999e+02 +1.2376081220878113e-04 -1.2194286813061929e-02 +5.6845016779239643e-01 +5.6775687044580344e+01 -9.2342268876633272e+04 
+2.7230000000000001e+02 +1.2359582467331024e-04 -1.2167901639301884e-02 +5.6541491771386398e-01 +6.1684647357787654e+01 -9.8273954071683591e+04 
+2.7240000000000003e+02 +1.2343156830931838e-04 -1.2141703126155647e-02 +5.6301316543456958e-01 +6.4427662686306562e+01 -1.0179692831852729e+05 
+2.7250000000000000e+02 +1.2326804164266108e-04 -1.2115685683049472e-02 +5.6118093846802319e-01 +6.5239391365677932e+01 -1.0318296677050943e+05 
+2.7260000000000002e+02 +1.2310524319938506e-04 -1.2089843727488739e-02 +5.5985435548414764e-01 +6.4354112830111262e+01 -1.0270332187241378e+05 
+2.7269999999999999e+02 +1.2294317150550278e-04 -1.2064171675837496e-02 +5.5896952497152630e-01 +6.2006140423361963e+01 -1.0062928394729354e+05 
+2.7280000000000001e+02 +1.2278182508690765e-04 -1.2038663939328164e-02 +5.5846249568652917e-01 +5.8430042333579145e+01 -9.7232502250275851e+04 
+2.7290000000000003e+02 +1.2262120246962763e-04 -1.2013314934956129e-02 +5.5826938278894223e-01 +5.3860106035498212e+01 -9.2784233701052086e+04 
+2.7300000000000000e+02 +1.2246130217962692e-04 -1.1988119076241066e-02 +5.5832625676443670e-01 +4.8530819958838883e+01 -8.7556027505927472e+04 
+2.7310000000000002e+02 +1.2230212271739587e-04 -1.1963071352228643e-02 +5.5858094926314961e-01 +4.2615381185853764e+01 -8.1721254934134369e+04 
+2.7319999999999999e+02 +1.2214366248145689e-04 -1.1938169044680893e-02 +5.5902818840247570e-01 +3.6042555721871558e+01 -7.5061706231540462e+04 
+2.7330000000000001e+02 +1.2198591984522307e-04 -1.1913410024976987e-02 +5.5967461494052295e-01 +2.8679207600835827e+01 -6.7260168877084710e+04 
+2.7340000000000003e+02 +1.2182889318171994e-04 -1.1888792148235237e-02 +5.6052668573483955e-01 +2.0392968104006403e+01 -5.8000492638900498e+04 
+2.7350000000000000e+02 +1.2167258086417131e-04 -1.1864313277976444e-02 +5.6159095306895901e-01 +1.1051069765747188e+01 -4.6965974968750466e+04 
+2.7360000000000002e+02 +1.2151698126585230e-04 -1.1839971279882981e-02 +5.6287399373550173e-01 +5.2064240454037014e-01 -3.3839770388176999e+04 
+2.7369999999999999e+02 +1.2136209275991628e-04 -1.1815764014538330e-02 +5.6438232725478632e-01 -1.1330946670358342e+01 -1.8305360581831141e+04 
+2.7380000000000001e+02 +1.2120791371930949e-04 -1.1791689333822318e-02 +5.6612237438001545e-01 -2.4635916845177398e+01 -4.6800950948929916e+01 
+2.7390000000000003e+02 +1.2105444251743006e-04 -1.1767745108491155e-02 +5.6810076874314763e-01 -3.9527373839542271e+01 +2.1253078451961694e+04 
+2.7400000000000000e+02 +1.2090167752750407e-04 -1.1743929202123237e-02 +5.7032406319534890e-01 -5.6138087656498982e+01 +4.5910984165487993e+04 
+2.7410000000000002e+02 +1.2074961712084557e-04 -1.1720238290771278e-02 +5.7277447985346375e-01 -7.4446084859458324e+01 +7.3958749797057462e+04 
+2.7419999999999999e+02 +1.2059825966170154e-04 -1.1696664326075320e-02 +5.7533721881406319e-01 -9.3811704669308128e+01 +1.0429053041041107e+05 
+2.7430000000000001e+02 +1.2044760351252764e-04 -1.1673198076424232e-02 +5.7787319249838265e-01 -1.1344070806369470e+02 +1.3551582281877479e+05 
+2.7440000000000003e+02 +1.2029764703587658e-04 -1.1649830314821355e-02 +5.8024336891533368e-01 -1.3253909671248772e+02 +1.6624446523236216e+05 
+2.7450000000000000e+02 +1.2014838859420601e-04 -1.1626551810213499e-02 +5.8230867011936294e-01 -1.5031268101415276e+02 +1.9508603196162535e+05 
+2.7460000000000002e+02 +1.1999982654983862e-04 -1.1603353325936270e-02 +5.8392995489170652e-01 -1.6596700787107801e+02 +2.2064973297429382e+05 
+2.7469999999999999e+02 +1.1985195926533802e-04 -1.1580225635426917e-02 +5.8496819638422692e-01 -1.7870810159622482e+02 +2.4154543935062335e+05 
+2.7480000000000001e+02 +1.1970478510319524e-04 -1.1557159508875392e-02 +5.8528432920474616e-01 -1.8774182025315719e+02 +2.5638278641363338e+05 
+2.7490000000000003e+02 +1.1955830242583331e-04 -1.1534145713785309e-02 +5.8473925928071957e-01 -1.9227390775796832e+02 +2.6377125739846315e+05 
