# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+1.2240000000000001e+02 +1.3263953098491080e-02 -4.9964756387798142e+00 +7.3128942195751210e+02 -6.7913778687726372e+04 +5.1423442471482297e+06 
+1.2250000000000000e+02 +1.3203958099196673e-02 -4.9697436884037849e+00 +7.2703689778730688e+02 -6.6809236515935278e+04 +2.6898826093284292e+06 
+1.2260000000000001e+02 +1.3144261603504967e-02 -4.9431651998888579e+00 +7.2280194874552751e+02 -6.5727359538408404e+04 +3.7695844966791157e+05 
+1.2270000000000000e+02 +1.3084861860698233e-02 -4.9167422563093988e+00 +7.1865116894297239e+02 -6.5003150576292057e+04 -1.2920361475207959e+06 
+1.2280000000000001e+02 +1.3025757120022890e-02 -4.8904769392868568e+00 +7.1465113641921653e+02 -6.4971546433050877e+04 -1.8127994624589595e+06 
+1.2290000000000001e+02 +1.2966945630761636e-02 -4.8643713319351818e+00 +7.1086844581968103e+02 -6.5967552296194015e+04 -6.8093607214466063e+05 
+1.2300000000000000e+02 +1.2908425642156097e-02 -4.8384275156606176e+00 +7.0736967269778290e+02 -6.8326094518769081e+04 +2.6078412412869986e+06 
+1.2310000000000001e+02 +1.2850195432842161e-02 -4.8126459469964820e+00 +7.0419376954627216e+02 -7.2248461029784507e+04 +8.3576051431905497e+06 
+1.2320000000000000e+02 +1.2792253398823575e-02 -4.7870205744424288e+00 +7.0126910187102408e+02 -7.7400996401389290e+04 +1.6071036433554666e+07 
+1.2330000000000001e+02 +1.2734597965445646e-02 -4.7615437194006303e+00 +6.9849638699473326e+02 -8.3316302294026085e+04 +2.5050457163976043e+07 
+1.2340000000000001e+02 +1.2677227558075212e-02 -4.7362077042020987e+00 +6.9577635288070235e+02 -8.9527025058442814e+04 +3.4598251498144038e+07 
+1.2350000000000000e+02 +1.2620140602075593e-02 -4.7110048510168747e+00 +6.9300972554492944e+02 -9.5565802533241120e+04 +4.4016791413154192e+07 
+1.2360000000000001e+02 +1.2563335522804999e-02 -4.6859274818046748e+00 +6.9009722874627892e+02 -1.0096526361004447e+05 +5.2608437044777393e+07 
+1.2370000000000000e+02 +1.2506810745607191e-02 -4.6609679179214112e+00 +6.8693957936686684e+02 -1.0525800826243294e+05 +5.9675508206282318e+07 
+1.2380000000000001e+02 +1.2450564695861257e-02 -4.6361184822248003e+00 +6.8343751140665847e+02 -1.0797670824372635e+05 +6.4520424442176454e+07 
+1.2390000000000001e+02 +1.2394595798933941e-02 -4.6113714969868065e+00 +6.7949175179116105e+02 -1.0865400456997004e+05 +6.6445561561444595e+07 
+1.2400000000000000e+02 +1.2338902480137756e-02 -4.5867192823228340e+00 +6.7500300386730851e+02 -1.0682244215075580e+05 +6.4753164545047812e+07 
+1.2410000000000001e+02 +1.2283483220338915e-02 -4.5621569400866120e+00 +6.6990964146231988e+02 -1.0218825222619664e+05 +5.9001988398903809e+07 
+1.2420000000000000e+02 +1.2228336722100048e-02 -4.5376906780244131e+00 +6.6430048683715518e+02 -9.5151450462854482e+04 +4.9775511007235616e+07 
+1.2430000000000001e+02 +1.2173461743547075e-02 -4.5133294860454747e+00 +6.5830203764228850e+02 -8.6285759569649235e+04 +3.7913749138628609e+07 
+1.2440000000000001e+02 +1.2118857042727808e-02 -4.4890823508642663e+00 +6.5204075599170278e+02 -7.6164755703064293e+04 +2.4256518371888600e+07 
+1.2450000000000000e+02 +1.2064521377700121e-02 -4.4649582595989896e+00 +6.4564310846485944e+02 -6.5362033431347008e+04 +9.6436596091308575e+06 
+1.2460000000000001e+02 +1.2010453506551439e-02 -4.4409662005778605e+00 +6.3923557508370800e+02 -5.4451242649772983e+04 -5.0849104517924879e+06 
+1.2470000000000000e+02 +1.1956652187351797e-02 -4.4171151614034949e+00 +6.3294462768216499e+02 -4.4005999135240163e+04 -1.9089322307701189e+07 
+1.2480000000000001e+02 +1.1903116178169030e-02 -4.3934141296640616e+00 +6.2689673850742054e+02 -3.4599922061541794e+04 -3.1529700066843394e+07 
+1.2490000000000001e+02 +1.1849844237083875e-02 -4.3698720933726189e+00 +6.2121838375332175e+02 -2.6806644584471709e+04 -4.1566150979949892e+07 
+1.2500000000000000e+02 +1.1796835122157408e-02 -4.3464980398013084e+00 +6.1603603187438500e+02 -2.1199769457886658e+04 -4.8358822465984039e+07 
+1.2510000000000001e+02 +1.1744087568713603e-02 -4.3232986391608268e+00 +6.1144375063496091e+02 -1.8199519410111123e+04 -5.1298899902872838e+07 
+1.2520000000000000e+02 +1.1691600221094764e-02 -4.3002712922922699e+00 +6.0740599430789302e+02 -1.7612558062663993e+04 -5.0701768646556176e+07 
+1.2530000000000001e+02 +1.1639371700891776e-02 -4.2774110824211915e+00 +6.0385481055908895e+02 -1.9092145347004542e+04 -4.7113883743982345e+07 
+1.2540000000000001e+02 +1.1587400629703017e-02 -4.2547130930416035e+00 +6.0072224980010651e+02 -2.2291551880259794e+04 -4.1081686177672528e+07 
+1.2550000000000000e+02 +1.1535685629110870e-02 -4.2321724070002045e+00 +5.9794035524069113e+02 -2.6864018499894981e+04 -3.3151657939906262e+07 
+1.2560000000000001e+02 +1.1484225320690539e-02 -4.2097841069193578e+00 +5.9544116811243987e+02 -3.2462779409640738e+04 -2.3870288568032622e+07 
+1.2570000000000000e+02 +1.1433018326049744e-02 -4.1875432766573759e+00 +5.9315674276573827e+02 -3.8741121155168679e+04 -1.3783997491557559e+07 
+1.2580000000000001e+02 +1.1382063266777940e-02 -4.1654449994038707e+00 +5.9101912657989476e+02 -4.5352302756520876e+04 -3.4392407651405893e+06 
+1.2590000000000001e+02 +1.1331358764476289e-02 -4.1434843587461421e+00 +5.8896037089766003e+02 -5.1949598411996594e+04 +6.6175453093673205e+06 
+1.2600000000000000e+02 +1.1280903440706523e-02 -4.1216564367545168e+00 +5.8691251075103401e+02 -5.8186216514763655e+04 +1.5839835470685622e+07 
+1.2610000000000001e+02 +1.1230695914062023e-02 -4.0999568986374362e+00 +5.8482201682778532e+02 -6.3800828138449462e+04 +2.3826704252807781e+07 
+1.2620000000000000e+02 +1.1180734791034218e-02 -4.0783837332387183e+00 +5.8269300591456181e+02 -6.8873564058066564e+04 +3.0759095299135927e+07 
+1.2630000000000001e+02 +1.1131018675086424e-02 -4.0569355101790476e+00 +5.8054400471936253e+02 -7.3569913048631235e+04 +3.6963409755656816e+07 
+1.2640000000000001e+02 +1.1081546169699232e-02 -4.0356107997571860e+00 +5.7839354727348996e+02 -7.8055393436197250e+04 +4.2766088673748590e+07 
+1.2650000000000000e+02 +1.1032315878344100e-02 -4.0144081719292197e+00 +5.7626016404682207e+02 -8.2495509612626236e+04 +4.8493554747418985e+07 
+1.2660000000000001e+02 +1.0983326404488958e-02 -3.9933261965068190e+00 +5.7416238385285510e+02 -8.7055758943746361e+04 +5.4472220806366302e+07 
+1.2670000000000000e+02 +1.0934576351613120e-02 -3.9723634437355506e+00 +5.7211874016489685e+02 -9.1901657584826185e+04 +6.1028525064367928e+07 
+1.2680000000000001e+02 +1.0886064323188144e-02 -3.9515184835629826e+00 +5.7014776321053216e+02 -9.7198708444765391e+04 +6.8488887663626149e+07 
+1.2690000000000001e+02 +1.0837788922686041e-02 -3.9307898859692707e+00 +5.6826798373955808e+02 -1.0311241710470476e+05 +7.7179732969654858e+07 
+1.2700000000000000e+02 +1.0789748753576651e-02 -3.9101762208126392e+00 +5.6649793088573267e+02 -1.0980828170425430e+05 +8.7427474328505293e+07 
+1.2710000000000001e+02 +1.0741942456807235e-02 -3.8896756366271443e+00 +5.6484129587440850e+02 -1.1735675399939208e+05 +9.9389675988569081e+07 
+1.2720000000000000e+02 +1.0694368823183125e-02 -3.8692845944039593e+00 +5.6324239234650167e+02 -1.2544799032808356e+05 +1.1254835200048421e+08 
+1.2730000000000001e+02 +1.0647026680966119e-02 -3.8489991328260067e+00 +5.6163068424254152e+02 -1.3367704967578943e+05 +1.2621659504239655e+08 
+1.2740000000000001e+02 +1.0599914858441542e-02 -3.8288152916436831e+00 +5.5993564807805603e+02 -1.4163904481161508e+05 +1.3970757351034948e+08 
+1.2750000000000000e+02 +1.0553032183884960e-02 -3.8087291101543825e+00 +5.5808675496551461e+02 -1.4892906522276968e+05 +1.5233442286304444e+08 
+1.2760000000000001e+02 +1.0506377485564190e-02 -3.7887366273469305e+00 +5.5601347262694037e+02 -1.5514218649356358e+05 +1.6341025952074745e+08 
+1.2770000000000000e+02 +1.0459949591747356e-02 -3.7688338822416996e+00 +5.5364526927538418e+02 -1.5987348665565546e+05 +1.7224820371097246e+08 
+1.2780000000000001e+02 +1.0413747330716663e-02 -3.7490169143691485e+00 +5.5091161837590073e+02 -1.6271806424955736e+05 +1.7816140268600032e+08 
+1.2790000000000001e+02 +1.0367769530748361e-02 -3.7292817631232023e+00 +5.4774199255831252e+02 -1.6327101621070452e+05 +1.8046300327535838e+08 
+1.2800000000000000e+02 +1.0322015020101237e-02 -3.7096244671002259e+00 +5.4406585505227747e+02 -1.6112739930394388e+05 +1.7846609581880412e+08 
+1.2809999999999999e+02 +1.0276482637451866e-02 -3.6900426348953306e+00 +5.3984149396440239e+02 -1.5603798000531254e+05 +1.7173896439700630e+08 
+1.2820000000000002e+02 +1.0231171262982688e-02 -3.6705401482930609e+00 +5.3514242108961139e+02 -1.4837605096229890e+05 +1.6087023904811004e+08 
+1.2830000000000001e+02 +1.0186079787306025e-02 -3.6511224595302156e+00 +5.3007097788802491e+02 -1.3867063358045745e+05 +1.4670376901152819e+08 
+1.2840000000000001e+02 +1.0141207100980782e-02 -3.6317950186373094e+00 +5.2472948112418806e+02 -1.2745064701049021e+05 +1.3008326276448941e+08 
+1.2850000000000000e+02 +1.0096552094616485e-02 -3.6125632777395769e+00 +5.1922027104428173e+02 -1.1524510776533629e+05 +1.1185256297518581e+08 
+1.2859999999999999e+02 +1.0052113658777569e-02 -3.5934326871452056e+00 +5.1364566786381681e+02 -1.0258295023231486e+05 +9.2855400018759549e+07 
+1.2870000000000002e+02 +1.0007890684087544e-02 -3.5744086995368649e+00 +5.0810801789086963e+02 -8.9993215481876090e+04 +7.3935649803963780e+07 
+1.2880000000000001e+02 +9.9638820610875919e-03 -3.5554967642353135e+00 +5.0270963014974080e+02 -7.8004791236534686e+04 +5.5936978187135331e+07 
+1.2890000000000001e+02 +9.9200866803896975e-03 -3.5367023334616698e+00 +4.9755284589994722e+02 -6.7146698010179069e+04 +3.9703233131739430e+07 
+1.2900000000000000e+02 +9.8765034325770974e-03 -3.5180308582946731e+00 +4.9273999391313720e+02 -5.7947905392303262e+04 +2.6078193230645280e+07 
+1.2909999999999999e+02 +9.8331312256207636e-03 -3.4994864606345710e+00 +4.8834854129610721e+02 -5.0806890790997051e+04 +1.5696428148293570e+07 
+1.2920000000000002e+02 +9.7899690370165399e-03 -3.4810679448772848e+00 +4.8435650141140934e+02 -4.5600138044998821e+04 +8.3556417459215680e+06 
+1.2930000000000001e+02 +9.7470158616509740e-03 -3.4627727864239630e+00 +4.8071702839763486e+02 -4.2073649902636207e+04 +3.6443451312828334e+06 
+1.2940000000000001e+02 +9.7042706944095551e-03 -3.4445984605987676e+00 +4.7738327528606789e+02 -3.9973423826886297e+04 +1.1510414355917440e+06 
+1.2950000000000000e+02 +9.6617325301713262e-03 -3.4265424425125985e+00 +4.7430839307983490e+02 -3.9045449881012115e+04 +4.6422458889316244e+05 
+1.2959999999999999e+02 +9.6194003638146366e-03 -3.4086022071828741e+00 +4.7144553134043247e+02 -3.9035711115036574e+04 +1.1723778676149168e+06 
+1.2970000000000002e+02 +9.5772731902293209e-03 -3.3907752301672094e+00 +4.6874784606764752e+02 -3.9690218262564857e+04 +2.8640236318269433e+06 
+1.2980000000000001e+02 +9.5353500043046883e-03 -3.3730589869632435e+00 +4.6616849234445272e+02 -4.0754977589644332e+04 +5.1276774380307579e+06 
+1.2990000000000001e+02 +9.4936298009007294e-03 -3.3554509518650009e+00 +4.6366061185282047e+02 -4.1975940094161422e+04 +7.5517789855730226e+06 
+1.3000000000000000e+02 +9.4521115749297037e-03 -3.3379486013039519e+00 +4.6117737003811277e+02 -4.3099154712655465e+04 +9.7249023449077252e+06 
+1.3009999999999999e+02 +9.4107942890089731e-03 -3.3205493049890928e+00 +4.5867760738346630e+02 -4.3908321936327680e+04 +1.1300872503988136e+07 
+1.3020000000000002e+02 +9.3696767768279374e-03 -3.3032500157327940e+00 +4.5614297362465248e+02 -4.4338192527946820e+04 +1.2195121781223126e+07 
+1.3030000000000001e+02 +9.3287578398033727e-03 -3.2860475805549330e+00 +4.5356080403307516e+02 -4.4361212549677679e+04 +1.2388393928036857e+07 
+1.3040000000000001e+02 +9.2880362793854917e-03 -3.2689388478064192e+00 +4.5091844844005567e+02 -4.3949887412253338e+04 +1.1861513465582462e+07 
+1.3050000000000000e+02 +9.2475108969891518e-03 -3.2519206644479532e+00 +4.4820324157154437e+02 -4.3076661231873062e+04 +1.0595221769054707e+07 
+1.3059999999999999e+02 +9.2071804940692930e-03 -3.2349898789881375e+00 +4.4540253475577043e+02 -4.1714044841169190e+04 +8.5703500364666898e+06 
+1.3070000000000002e+02 +9.1670438720489102e-03 -3.2181433387133431e+00 +4.4250366629492936e+02 -3.9834496978490388e+04 +5.7676595913798548e+06 
+1.3080000000000001e+02 +9.1270998323492187e-03 -3.2013778907774846e+00 +4.3949397262928699e+02 -3.7410467614465582e+04 +2.1678986366108786e+06 
+1.3090000000000001e+02 +9.0873471764269399e-03 -3.1846903838422516e+00 +4.3636080734231973e+02 -3.4414478458286532e+04 -2.2480851132157622e+06 
+1.3100000000000000e+02 +9.0477847056876556e-03 -3.1680776644238602e+00 +4.3309149976302120e+02 -3.0818950067205515e+04 -7.4995839429793349e+06 
+1.3109999999999999e+02 +9.0084112996430005e-03 -3.1515381517899095e+00 +4.2968768390334469e+02 -2.6654168592288577e+04 -1.3525115242564948e+07 
+1.3120000000000002e+02 +8.9692261500904074e-03 -3.1350765504468265e+00 +4.2620814750142694e+02 -2.2181611761103453e+04 -1.9940471488993872e+07 
+1.3130000000000001e+02 +8.9302285268764350e-03 -3.1186991352732072e+00 +4.2272595612692930e+02 -1.7720511003394964e+04 -2.6280825063145421e+07 
+1.3140000000000001e+02 +8.8914176998464364e-03 -3.1024121810911471e+00 +4.1931417467844130e+02 -1.3590094885449511e+04 -3.2081352356991783e+07 
+1.3150000000000000e+02 +8.8527929388696434e-03 -3.0862219637691446e+00 +4.1604588016072040e+02 -1.0109643186652191e+04 -3.6877158191918932e+07 
+1.3159999999999999e+02 +8.8143535137936140e-03 -3.0701347581803082e+00 +4.1299413780535662e+02 -7.5983852344210272e+03 -4.0203418494420066e+07 
+1.3170000000000002e+02 +8.7760986944687130e-03 -3.0541568394051906e+00 +4.1023201569702553e+02 -6.3755635194435963e+03 -4.1595289819261193e+07 
+1.3180000000000001e+02 +8.7380277507563379e-03 -3.0382944829220784e+00 +4.0783258607914570e+02 -6.7604370799181770e+03 -4.0587906512620039e+07 
+1.3190000000000001e+02 +8.7001399525088001e-03 -3.0225539638650254e+00 +4.0586891747693198e+02 -9.0722498276018232e+03 -3.6716423546097986e+07 
+1.3200000000000000e+02 +8.6624345695842427e-03 -3.0069415575874245e+00 +4.0441408077510368e+02 -1.3630255258049394e+04 -2.9515982828892998e+07 
+1.3209999999999999e+02 +8.6249107979400347e-03 -2.9914604972978966e+00 +4.0350506280636955e+02 -2.0591664227253474e+04 -1.8759783008552741e+07 
+1.3220000000000002e+02 +8.5875675379938517e-03 -2.9761018500685945e+00 +4.0303454056823381e+02 -2.9465623926989101e+04 -5.1731045546678463e+06 
+1.3230000000000001e+02 +8.5504036162592917e-03 -2.9608536406877071e+00 +4.0285910546819247e+02 -3.9599232648661338e+04 +1.0280706847001756e+07 
+1.3240000000000001e+02 +8.5134178592706639e-03 -2.9457038948004306e+00 +4.0283535849734670e+02 -5.0339628330686668e+04 +2.6638360049410213e+07 
+1.3250000000000000e+02 +8.4766090935305353e-03 -2.9306406367037723e+00 +4.0281988529811002e+02 -6.1033884608474757e+04 +4.2936474622088194e+07 
+1.3259999999999999e+02 +8.4399761455638128e-03 -2.9156518916627383e+00 +4.0266928268979137e+02 -7.1029122417888633e+04 +5.8211736303850479e+07 
+1.3270000000000002e+02 +8.4035178419061499e-03 -2.9007256853659107e+00 +4.0224015207698631e+02 -7.9672481225680662e+04 +7.1500855882850990e+07 
+1.3280000000000001e+02 +8.3672330090621434e-03 -2.8858500422146522e+00 +4.0138908042184806e+02 -8.6311040568660741e+04 +8.1840461492455319e+07 
+1.3290000000000001e+02 +8.3311204735527170e-03 -2.8710129873034798e+00 +3.9997266257908586e+02 -9.0291913065169079e+04 +8.8267227223519653e+07 
+1.3300000000000000e+02 +8.2951790619123500e-03 -2.8562025462638658e+00 +3.9784749925075749e+02 -9.0962235085098277e+04 +8.9817859407242849e+07 
+1.3309999999999999e+02 +8.2594076888005477e-03 -2.8414106537411836e+00 +3.9491989706313854e+02 -8.7895163633930191e+04 +8.5860311426590696e+07 
+1.3320000000000002e+02 +8.2238056215253232e-03 -2.8266448865727529e+00 +3.9129505503188841e+02 -8.1568222728806300e+04 +7.7087916546129510e+07 
+1.3330000000000001e+02 +8.1883722155228281e-03 -2.8119167307169395e+00 +3.8712787914364117e+02 -7.2684960914019233e+04 +6.4525259993361726e+07 
+1.3340000000000001e+02 +8.1531068262581767e-03 -2.7972376733431052e+00 +3.8257328904411077e+02 -6.1948983611658594e+04 +4.9197005631158225e+07 
+1.3350000000000000e+02 +8.1180088091726364e-03 -2.7826192006128734e+00 +3.7778619293312477e+02 -5.0063848344217440e+04 +3.2127750851507440e+07 
+1.3359999999999999e+02 +8.0830775197152614e-03 -2.7680727990084564e+00 +3.7292150260923449e+02 -3.7733127607205344e+04 +1.4342113760063468e+07 
+1.3370000000000002e+02 +8.0483123133394691e-03 -2.7536099552410112e+00 +3.6813413273623530e+02 -2.5660406570926862e+04 -3.1352693042247961e+06 
+1.3380000000000001e+02 +8.0137125454952315e-03 -2.7392421558174518e+00 +3.6357899530822885e+02 -1.4549258306592455e+04 -1.9279779683742695e+07 
+1.3390000000000001e+02 +7.9792775716313828e-03 -2.7249808872478782e+00 +3.5941100267620430e+02 -5.1032582592485242e+03 -3.3066794561284740e+07 
+1.3400000000000000e+02 +7.9450067471992566e-03 -2.7108376360953215e+00 +3.5578506742077604e+02 +1.9740182412548959e+03 -4.3471692370833531e+07 
+1.3409999999999999e+02 +7.9108993755918119e-03 -2.6968206135423642e+00 +3.5281380807184979e+02 +6.1688667320562190e+03 -4.9742771105666310e+07 
+1.3420000000000002e+02 +7.8769545520376971e-03 -2.6829249319874542e+00 +3.5044069660444222e+02 +7.7269465478398042e+03 -5.2219845527937941e+07 
+1.3430000000000001e+02 +7.8431713196907456e-03 -2.6691424276800708e+00 +3.4856690168606178e+02 +7.0838281664726137e+03 -5.1515707418996267e+07 
+1.3440000000000001e+02 +7.8095487217098537e-03 -2.6554649371346786e+00 +3.4709359533122171e+02 +4.6750671116726262e+03 -4.8243126861606173e+07 
+1.3450000000000000e+02 +7.7760858012747621e-03 -2.6418842976864090e+00 +3.4592195847489575e+02 +9.3618270467092827e+02 -4.3014824826878406e+07 
+1.3459999999999999e+02 +7.7427816015293895e-03 -2.6283923452250262e+00 +3.4495315609169353e+02 -3.6972402254995286e+03 -3.6443611911853492e+07 
+1.3470000000000002e+02 +7.7096351656540238e-03 -2.6149809171061631e+00 +3.4408836933046990e+02 -8.7896832023048537e+03 -2.9142207962645777e+07 
+1.3480000000000001e+02 +7.6766455368031073e-03 -2.6016418496455853e+00 +3.4322876789499736e+02 -1.3905580893313085e+04 -2.1723396806393649e+07 
+1.3490000000000001e+02 +7.6438117581518082e-03 -2.5883669800025735e+00 +3.4227553082121221e+02 -1.8609406282432989e+04 -1.4799909854858330e+07 
+1.3500000000000000e+02 +7.6111328728504998e-03 -2.5751481443189173e+00 +3.4112982581404725e+02 -2.2465585608600697e+04 -8.9845426941671781e+06 
+1.3509999999999999e+02 +7.5786079757782076e-03 -2.5619791046566802e+00 +3.3971595221260077e+02 -2.5137321249556353e+04 -4.7547991324163089e+06 
+1.3520000000000002e+02 +7.5462363686507571e-03 -2.5488613236265194e+00 +3.3805070126481706e+02 -2.6682777806760136e+04 -2.0472108685676537e+06 
+1.3530000000000001e+02 +7.5140174048988215e-03 -2.5357981891481809e+00 +3.3617398876198683e+02 -2.7258865999279609e+04 -6.6305978213122056e+05 
+1.3540000000000001e+02 +7.4819504379237513e-03 -2.5227930879944247e+00 +3.3412571807833041e+02 -2.7022446277341729e+04 -4.0369584406535892e+05 
+1.3550000000000000e+02 +7.4500348211698581e-03 -2.5098494086565712e+00 +3.3194581141493813e+02 -2.6130455879285077e+04 -1.0703644819651162e+06 
+1.3559999999999999e+02 +7.4182699080557243e-03 -2.4969705385897103e+00 +3.2967417959242351e+02 -2.4739785578879411e+04 -2.4643744076625416e+06 
+1.3570000000000002e+02 +7.3866550520079160e-03 -2.4841598655774484e+00 +3.2735073709441269e+02 -2.3007341268681070e+04 -4.3870135755149266e+06 
+1.3580000000000001e+02 +7.3551896064504912e-03 -2.4714207772936696e+00 +3.2501539710304797e+02 -2.1090023191273689e+04 -6.6395780105508333e+06 
+1.3590000000000001e+02 +7.3238729248016887e-03 -2.4587566611863654e+00 +3.2270807040798570e+02 -1.9144722134848169e+04 -9.0233762576108593e+06 
+1.3600000000000000e+02 +7.2927043604897098e-03 -2.4461709050942915e+00 +3.2046867201979711e+02 -1.7328345906230727e+04 -1.1339693911633456e+07 
+1.3609999999999999e+02 +7.2616832344519567e-03 -2.4336660870981430e+00 +3.1833021325110178e+02 -1.5774784692311534e+04 -1.3414322549360629e+07 
+1.3620000000000002e+02 +7.2308087376899248e-03 -2.4212415474008284e+00 +3.1629810373859596e+02 -1.4525912999554790e+04 -1.5171001809757007e+07 
+1.3630000000000001e+02 +7.2000800287162804e-03 -2.4088958165314285e+00 +3.1437085042077223e+02 -1.3600592049862475e+04 -1.6557971132184450e+07 
+1.3640000000000001e+02 +7.1694962660460507e-03 -2.3966274250891617e+00 +3.1254696083048924e+02 -1.3017684997866310e+04 -1.7523467815741017e+07 
+1.3650000000000000e+02 +7.1390566082029433e-03 -2.3844349040417061e+00 +3.1082494666527521e+02 -1.2796072318605635e+04 -1.8015705261465363e+07 
+1.3659999999999999e+02 +7.1087602136876930e-03 -2.3723167834087580e+00 +3.0920330902895671e+02 -1.2954590670948208e+04 -1.7982957144999750e+07 
+1.3670000000000002e+02 +7.0786062410227316e-03 -2.3602715941229353e+00 +3.0768055938445690e+02 -1.3512120056507536e+04 -1.7373436991383974e+07 
+1.3680000000000001e+02 +7.0485938487211885e-03 -2.3482978667058698e+00 +3.0625520437504150e+02 -1.4487519838268183e+04 -1.6135387456910701e+07 
+1.3690000000000001e+02 +7.0187221952959103e-03 -2.3363941316824341e+00 +3.0492575079910898e+02 -1.5899650385943916e+04 -1.4217049431957860e+07 
+1.3700000000000000e+02 +6.9889904392689620e-03 -2.3245589199534793e+00 +3.0369070963692656e+02 -1.7767389323334341e+04 -1.1566640105542252e+07 
+1.3709999999999999e+02 +6.9593977673834866e-03 -2.3127906504875071e+00 +3.0254435507301702e+02 -2.0085304989611013e+04 -8.1728769137508515e+06 
+1.3720000000000002e+02 +6.9299434793399263e-03 -2.3010872974188938e+00 +3.0146404578475682e+02 -2.2750857864019210e+04 -4.1863020616160668e+06 
+1.3730000000000001e+02 +6.9006269030760367e-03 -2.2894467236337737e+00 +3.0042291142449136e+02 -2.5637231665974006e+04 +2.0208714159126312e+05 
+1.3740000000000001e+02 +6.8714473665209387e-03 -2.2778667916271567e+00 +2.9939407702946136e+02 -2.8617590345600453e+04 +4.8012655192134660e+06 
+1.3750000000000000e+02 +6.8424041976099361e-03 -2.2663453642168778e+00 +2.9835067168819495e+02 -3.1565115814714663e+04 +9.4202337741990536e+06 
+1.3759999999999999e+02 +6.8134967242804087e-03 -2.2548803042236263e+00 +2.9726582401057402e+02 -3.4352986667695193e+04 +1.3867986778600041e+07 
+1.3770000000000002e+02 +6.7847242744662048e-03 -2.2434694743628856e+00 +2.9611266163454860e+02 -3.6854377930427770e+04 +1.7953514865086403e+07 
+1.3780000000000001e+02 +6.7560861761044753e-03 -2.2321107374872500e+00 +2.9486431378870219e+02 -3.8942471447660493e+04 +2.1485818034443785e+07 
+1.3790000000000001e+02 +6.7275817571129165e-03 -2.2208019556598289e+00 +2.9349390095190455e+02 -4.0490413066744441e+04 +2.4273846954096943e+07 
+1.3800000000000000e+02 +6.6992103454480909e-03 -2.2095409925161462e+00 +2.9197456096413072e+02 -4.1371419846489247e+04 +2.6126649654090296e+07 
+1.3809999999999999e+02 +6.6709712778624166e-03 -2.1983264500442949e+00 +2.9028916710951739e+02 -4.1502280011004455e+04 +2.6916927033109762e+07 
+1.3820000000000002e+02 +6.6428639264757752e-03 -2.1871598913188266e+00 +2.8845962083305631e+02 -4.0974425481734594e+04 +2.6772487117423221e+07 
+1.3830000000000001e+02 +6.6148876722124505e-03 -2.1760436180468634e+00 +2.8651756166830336e+02 -3.9922868948581185e+04 +2.5884802709599920e+07 
+1.3840000000000001e+02 +6.5870418960156212e-03 -2.1649799327576638e+00 +2.8449463861610542e+02 -3.8482663021771616e+04 +2.4445402264459603e+07 
+1.3850000000000000e+02 +6.5593259788346864e-03 -2.1539711382240889e+00 +2.8242250331762102e+02 -3.6788871012556912e+04 +2.2645828746292789e+07 
+1.3859999999999999e+02 +6.5317393015939546e-03 -2.1430195362017326e+00 +2.8033279617061277e+02 -3.4976510089027928e+04 +2.0677562013055000e+07 
+1.3870000000000002e+02 +6.5042812452388455e-03 -2.1321274292966974e+00 +2.7825716691774340e+02 -3.3180635584909549e+04 +1.8732133912164155e+07 
+1.3880000000000001e+02 +6.4769511907076588e-03 -2.1212971198219854e+00 +2.7622726206788099e+02 -3.1536289636768681e+04 +1.7001058358052630e+07 
+1.3890000000000001e+02 +6.4497485189428322e-03 -2.1105309102743646e+00 +2.7427473023887399e+02 -3.0178523201983400e+04 +1.5675861454888050e+07 
+1.3900000000000000e+02 +6.4226726108789923e-03 -2.0998311028251884e+00 +2.7243121640609297e+02 -2.9242372184417971e+04 +1.4948048631792825e+07 
+1.3909999999999999e+02 +6.3957228480711614e-03 -2.0891994171760104e+00 +2.7072066674597869e+02 -2.8828536615852114e+04 +1.4958572301592287e+07 
+1.3920000000000002e+02 +6.3688986145528995e-03 -2.0786352431084612e+00 +2.6913623237191536e+02 -2.8900375235924039e+04 +1.5646177462733055e+07 
+1.3930000000000001e+02 +6.3421992949693664e-03 -2.0681373875457822e+00 +2.6766336110628635e+02 -2.9386891939363035e+04 +1.6899029622299023e+07 
+1.3940000000000001e+02 +6.3156242739747064e-03 -2.0577046578245306e+00 +2.6628750566544733e+02 -3.0217111620080974e+04 +1.8605323917907137e+07 
+1.3950000000000000e+02 +6.2891729361958500e-03 -2.0473358601387037e+00 +2.6499410585572440e+02 -3.1320005369088161e+04 +2.0653181069710515e+07 
+1.3959999999999999e+02 +6.2628446662988790e-03 -2.0370298022932465e+00 +2.6376861947478665e+02 -3.2624618679750998e+04 +2.2930824142317902e+07 
+1.3970000000000002e+02 +6.2366388489192353e-03 -2.0267852908357100e+00 +2.6259649030621233e+02 -3.4059939183982147e+04 +2.5326396710734729e+07 
+1.3980000000000001e+02 +6.2105548687038901e-03 -2.0166011327874300e+00 +2.6146316740677412e+02 -3.5554976239880074e+04 +2.7728072133907750e+07 
+1.3990000000000001e+02 +6.1845921103073007e-03 -2.0064761354829783e+00 +2.6035410337512462e+02 -3.7038753991754522e+04 +3.0024044260056533e+07 
